OrderID|CustomerName|OrderAmount|Discount|OrderDate|DeliveryDate|MobileNumber|StateName|Rating
1046|Amit|6218|50|Invalid Date|2025-05-12|8224011538|Tamil Nadu|2
1047|Vijay|5456|250|2025-12-01|2025-12-10|7033599984|Karnataka|5
1048|Priya|2700|150|2025-03-01|2025-03-03|9376077463|Karnataka|2
1049|Kiran|3950|300|2025-06-25|2025-06-29|9952777682|Kerala|3
1050|Meena|4614|50|2025-02-17|2025-02-24|8188332531|Telangana|1
1051|Pooja|ABC|100|2025-11-23|2025-11-28|7693989311|Kerala|4
1052|Arjun|9689|XYZ|2025-01-05|2025-01-07|7323169889|Kerala|2
1053|Rahul|6549|250|2025-10-10|2025-10-13|8845919895|Telangana|2
1054|Kiran|6474|50|2025-07-03|2025-07-07|9929454134|Maharashtra|
1055|Priya|6294||2025-10-14|2025-10-21|9665720874|Andhra Pradesh|2
1056|Amit|3400|200|2025-01-13|2025-01-16|8426725702|Maharashtra|4
1057|Sneha|4871|100|2025-12-26|2025-12-28||Tamil Nadu|1
1058|Sneha||100|2025-08-24|2025-08-30|8310784794|Andhra Pradesh|2
1059|Rahul|3664|200|2025-06-18|2025-06-23|7298159856|Karnataka|3
1060|Vijay|7048|300|2025-10-02|2025-10-08|7118543408|Karnataka|1
1061|Amit|4849|50|2025-02-25|2025-03-07|8866437132|Maharashtra|3
1062|Pooja|7649|250|2025-09-19||8654401763|Andhra Pradesh|5
1063|Kiran|1227|300|2025-08-12|2025-08-13|9233040884|Maharashtra|5
1064|Sneha|6467|200|2025-02-05|2025-02-11|9676432103|Maharashtra|3
1065|Priya|5420|XYZ|2025-09-17|2025-09-22|9864283209|Karnataka|4
1066|Arjun|5344||2025-10-11|2025-10-14|7823946934|Maharashtra|4
1067|Arjun|3351|250|2025-10-19|2025-10-24|8744079573|Telangana|5
1068|Kiran|ABC|150|2025-04-18|2025-04-25|9491015654|Maharashtra|5
1069|Pooja|8118|200|Invalid Date|2025-08-19|9195475598|Maharashtra|4
1070|Amit|1889|150|2025-09-21|2025-10-01|8439622619|Andhra Pradesh|1
1071|Kiran|4180|100|2025-03-17|2025-03-18|7198486416|Tamil Nadu|2
1072|Anjali|1693|200|2025-08-01|2025-08-11|7835092972|Tamil Nadu|4
1073|Arjun|4497|100|2025-12-02|2025-12-03|7457788949|Andhra Pradesh|4
1074|Amit|8986|200|2025-01-26|2025-02-04|8070298438|Tamil Nadu|1
1075|Amit|8112|300|2025-09-29|2025-10-08|9557448229|Tamil Nadu|3
1076|Anjali|8770|200|2025-10-08|2025-10-16||Tamil Nadu|4
1077|Kiran|4550||2025-11-23|2025-11-28|9238965651|Maharashtra|4
1078|Sneha|4999|XYZ|2025-08-14|2025-08-16|8227193073|Karnataka|2
1079|Pooja|5738|250|2025-02-11|2025-02-14|7647812758|Tamil Nadu|2
1080|Amit|4005|50|2025-08-01|2025-08-08|8421124738|Tamil Nadu|5
1081|Arjun|1520|100|2025-08-04|2025-08-11|9508601974|Kerala|
1082|Arjun|8314|50|2025-06-30|2025-07-05|8674979897|Kerala|4
1083|Vijay|4113|200|2025-04-23|2025-04-28|8871901278|Telangana|4
1084|Arjun|6007|300|2025-12-14|2025-12-21|7708861714|Andhra Pradesh|4
1085|Anjali|ABC|250|2025-01-14|2025-01-21|9542160120|Maharashtra|5
1086|Rahul|1875|300|2025-08-08|2025-08-11|8982979741|Telangana|2
1087|Kiran||200|2025-06-17|2025-06-21|8952918745|Karnataka|3
1088|Arjun|5058||2025-08-04|2025-08-09|7351784589|Telangana|4
1089|Vijay|1353|150|2025-04-25|2025-04-27|9799264931|Telangana|1
1090|Sneha|3766|50|2025-11-15|2025-11-18|8024542722|Tamil Nadu|2
1091|Priya|9740|XYZ|2025-04-22|2025-04-30|8100558303|Andhra Pradesh|3
1092|Anjali|2376|100|Invalid Date|2025-06-11|9485432021|Karnataka|1
1093|Anjali|6649|200|2025-04-12||9543040948|Telangana|2
1094|Kiran|2483|250|2025-01-22|2025-01-28|9288123416|Maharashtra|4
1095|Pooja|1629|250|2025-11-28|2025-12-04||Tamil Nadu|4
1096|Priya|7602|150|2025-11-22|2025-11-30|7657091982|Andhra Pradesh|4
1097|Vijay|4925|250|2025-10-03|2025-10-11|8996617659|Maharashtra|4
1098|Anjali|4897|150|2025-05-06|2025-05-08|8197987692|Andhra Pradesh|4
1099|Meena|9836||2025-11-09|2025-11-16|8444812497|Tamil Nadu|1
1100|Pooja|3479|200|2025-04-19|2025-04-25|8109615163|Karnataka|3
1101|Anjali|5026|250|2025-01-06|2025-01-15|7820581106|Andhra Pradesh|1
1102|Arjun|ABC|200|2025-10-12|2025-10-16|9966144543|Maharashtra|4
1103|Meena|7842|50|2025-02-17|2025-02-22|7951749308|Maharashtra|4
1104|Sneha|5516|XYZ|2025-12-06|2025-12-16|8584930775|Kerala|4
1105|Vijay|6132|200|2025-10-09|2025-10-15|8511014697|Karnataka|4
1106|Kiran|4618|100|2025-03-03|2025-03-07|8355268102|Maharashtra|1
1107|Vijay|3533|100|2025-04-21|2025-04-29|8187556862|Kerala|5
1108|Anjali|5136|50|2025-04-10|2025-04-15|7977032766|Andhra Pradesh|
1109|Kiran|731|300|2025-10-01|2025-10-04|8178158203|Telangana|1
1110|Vijay|5286||2025-12-24|2025-12-27|9739629302|Telangana|4
1111|Rahul|9905|150|2025-08-29|2025-09-06|8891799103|Andhra Pradesh|3
1112|Rahul|4636|200|2025-02-28|2025-03-02|8721025347|Telangana|4
1113|Anjali|1378|100|2025-03-18|2025-03-28|8304963614|Andhra Pradesh|1
1114|Priya|9643|200|2025-11-07|2025-11-17||Kerala|2
1115|Arjun|7881|200|Invalid Date|2025-06-12|8841810119|Kerala|3
1116|Anjali||50|2025-11-09|2025-11-11|7892442253|Karnataka|2
1117|Priya|3073|XYZ|2025-05-03|2025-05-06|9370788647|Andhra Pradesh|1
1118|Rahul|7193|200|2025-12-19|2025-12-29|9018258729|Telangana|3
1119|Sneha|ABC|150|2025-12-28|2026-01-02|8950049698|Maharashtra|1
1120|Sneha|4834|300|2025-10-29|2025-11-02|8825957977|Kerala|1
1121|Sneha|2941||2025-05-17|2025-05-20|7306702926|Andhra Pradesh|1
1122|Kiran|9825|150|2025-08-13|2025-08-15|9013042435|Maharashtra|3
1123|Arjun|4960|250|2025-10-04|2025-10-12|8880160025|Kerala|1
1124|Rahul|7578|300|2025-06-15||8075321966|Telangana|1
1125|Sneha|9924|250|2025-01-11|2025-01-16|9474961963|Andhra Pradesh|1
1126|Meena|9002|300|2025-08-15|2025-08-20|7779489931|Tamil Nadu|5
1127|Meena|1994|200|2025-06-28|2025-07-05|8431548670|Maharashtra|3
1128|Priya|3134|150|2025-07-30|2025-08-07|8237886015|Kerala|4
1129|Rahul|7951|50|2025-06-11|2025-06-16|8388450337|Tamil Nadu|1
1130|Vijay|518|XYZ|2025-12-03|2025-12-12|8984173309|Telangana|4
1131|Sneha|8994|150|2025-11-15|2025-11-23|9686110098|Telangana|4
1132|Sneha|4875||2025-10-09|2025-10-12|8237075775|Maharashtra|4
1133|Meena|2489|50|2025-11-19|2025-11-29||Karnataka|2
1134|Vijay|724|250|2025-07-28|2025-07-30|7965081954|Tamil Nadu|1
1135|Priya|3022|200|2025-05-30|2025-06-08|8174350979|Tamil Nadu|
1136|Meena|ABC|100|2025-08-22|2025-08-31|7621232513|Andhra Pradesh|4
1137|Anjali|8827|300|2025-03-11|2025-03-13|8186473561|Karnataka|4
1138|Vijay|4877|50|Invalid Date|2025-05-30|9520878317|Maharashtra|5
1139|Meena|2934|200|2025-10-03|2025-10-11|8482296058|Kerala|3
1140|Vijay|6680|200|2025-06-14|2025-06-18|9995732958|Kerala|2
1141|Arjun|4326|200|2025-01-23|2025-01-29|9031417512|Tamil Nadu|4
1142|Amit|8615|50|2025-03-06|2025-03-15|9534805646|Telangana|3
1143|Meena|2133|XYZ|2025-09-27|2025-10-05|7065917432|Tamil Nadu|2
1144|Amit|1725|200|2025-05-16|2025-05-22|9676878743|Maharashtra|4
1145|Priya||150|2025-12-12|2025-12-21|8632127923|Maharashtra|3
1146|Meena|9364|50|2025-11-13|2025-11-15|8008330525|Andhra Pradesh|3
1147|Priya|7610|50|2025-11-21|2025-11-23|8905584866|Maharashtra|2
1148|Kiran|974|50|2025-06-16|2025-06-17|8260005019|Karnataka|3
1149|Arjun|2885|100|2025-09-29|2025-10-06|9430642523|Andhra Pradesh|2
1150|Amit|1793|250|2025-07-15|2025-07-25|9934040683|Tamil Nadu|2
1151|Anjali|2844|100|2025-08-25|2025-08-30|8973840257|Maharashtra|3
1152|Rahul|8122|150|2025-12-13|2025-12-22||Tamil Nadu|1
1153|Pooja|ABC|250|2025-06-03|2025-06-10|9964873967|Tamil Nadu|3
1154|Kiran|3763||2025-07-16|2025-07-24|7458072318|Tamil Nadu|2
1155|Anjali|6381|250|2025-06-01||7094229853|Karnataka|4
1156|Rahul|9772|XYZ|2025-12-18|2025-12-19|9604496061|Karnataka|4
1157|Sneha|6272|100|2025-11-22|2025-11-26|9666707262|Maharashtra|3
1158|Amit|2091|300|2025-11-27|2025-11-28|8326856608|Telangana|4
1159|Anjali|6477|300|2025-03-09|2025-03-11|8267489756|Maharashtra|3
1160|Arjun|3377|100|2025-03-09|2025-03-18|8571346130|Kerala|5
1161|Kiran|3195|150|Invalid Date|2025-09-09|8454770940|Tamil Nadu|1
1162|Priya|2806|100|2025-12-13|2025-12-20|9393639475|Telangana|
1163|Arjun|728|150|2025-10-02|2025-10-04|8953291127|Maharashtra|3
1164|Kiran|6742|300|2025-07-10|2025-07-12|9898400928|Tamil Nadu|2
1165|Rahul|9698||2025-06-17|2025-06-27|7950764876|Maharashtra|1
1166|Meena|5451|300|2025-07-29|2025-07-31|7600337712|Telangana|1
1167|Kiran|8571|50|2025-02-19|2025-02-23|9308745090|Tamil Nadu|2
1168|Meena|6578|300|2025-12-23|2026-01-01|8800135697|Maharashtra|5
1169|Amit|7297|XYZ|2025-12-02|2025-12-04|9101729519|Tamil Nadu|5
1170|Kiran|ABC|50|2025-12-20|2025-12-26|7933166190|Tamil Nadu|4
1171|Sneha|6442|50|2025-12-18|2025-12-24||Telangana|3
1172|Arjun|5020|100|2025-03-04|2025-03-12|7393734347|Maharashtra|2
1173|Anjali|849|50|2025-06-20|2025-06-24|7540838949|Andhra Pradesh|5
1174|Priya||250|2025-04-17|2025-04-27|7927503999|Karnataka|2
1175|Amit|546|150|2025-03-16|2025-03-19|9320207740|Andhra Pradesh|3
1176|Priya|922||2025-03-09|2025-03-10|8538638860|Kerala|2
1177|Pooja|758|100|2025-05-16|2025-05-17|7544423789|Kerala|4
1178|Priya|1541|200|2025-08-18|2025-08-24|9204340231|Telangana|5
1179|Meena|8754|100|2025-11-11|2025-11-12|9829967158|Karnataka|5
1180|Meena|1010|50|2025-09-03|2025-09-10|8830831254|Tamil Nadu|1
1181|Meena|1704|50|2025-06-14|2025-06-24|7637088959|Andhra Pradesh|1
1182|Kiran|9484|XYZ|2025-12-31|2026-01-06|8635971911|Kerala|5
1183|Kiran|7933|250|2025-11-06|2025-11-13|7425968237|Maharashtra|1
1184|Vijay|4022|200|Invalid Date|2025-08-24|8777315761|Tamil Nadu|3
1185|Arjun|7315|300|2025-02-18|2025-02-24|8832937460|Maharashtra|3
1186|Kiran|6632|100|2025-12-18||7288335378|Telangana|1
1187|Priya|ABC||2025-08-10|2025-08-12|8600506062|Kerala|2
1188|Rahul|9701|250|2025-06-18|2025-06-20|8764409657|Maharashtra|3
1189|Arjun|1342|150|2025-11-04|2025-11-09|8510308881|Kerala|
1190|Vijay|3985|100|2025-12-03|2025-12-11||Karnataka|1
1191|Vijay|6522|50|2025-05-23|2025-06-02|7971345904|Kerala|4
1192|Anjali|9621|50|2025-11-08|2025-11-13|7124352982|Karnataka|2
1193|Kiran|6067|150|2025-01-04|2025-01-07|7615260464|Maharashtra|5
1194|Arjun|1640|100|2025-11-21|2025-11-22|7394096254|Andhra Pradesh|5
1195|Arjun|7378|XYZ|2025-08-21|2025-08-27|7676067682|Karnataka|3
1196|Pooja|9799|250|2025-02-13|2025-02-14|7668210614|Kerala|2
1197|Rahul|1836|150|2025-08-15|2025-08-22|9085901151|Tamil Nadu|5
1198|Arjun|4975||2025-04-21|2025-04-30|7488842470|Tamil Nadu|3
1199|Priya|5140|300|2025-12-14|2025-12-24|9090071756|Maharashtra|5
1200|Kiran|1244|100|2025-07-22|2025-08-01|7235286733|Andhra Pradesh|1
1201|Kiran|3960|100|2025-05-11|2025-05-16|8409274786|Telangana|1
1202|Meena|7555|100|2025-03-08|2025-03-15|9287423767|Kerala|2
1203|Vijay||300|2025-07-01|2025-07-03|8705407682|Tamil Nadu|1
1204|Rahul|ABC|200|2025-02-09|2025-02-15|9472866768|Kerala|4
1205|Arjun|7343|150|2025-02-28|2025-03-07|7089578218|Andhra Pradesh|3
1206|Anjali|8038|300|2025-07-05|2025-07-07|8875662813|Andhra Pradesh|1
1207|Arjun|7060|250|Invalid Date|2025-02-17|8332619083|Andhra Pradesh|3
1208|Pooja|3254|XYZ|2025-02-09|2025-02-18|9719679239|Kerala|1
1209|Vijay|3676||2025-06-28|2025-07-04||Andhra Pradesh|2
1210|Priya|2899|150|2025-04-12|2025-04-15|9587283948|Maharashtra|2
1211|Priya|3402|300|2025-09-10|2025-09-18|9421225455|Tamil Nadu|5
1212|Anjali|5795|300|2025-06-11|2025-06-14|8888766939|Tamil Nadu|1
1213|Meena|5461|150|2025-10-30|2025-10-31|8511580323|Telangana|5
1214|Kiran|8065|200|2025-01-20|2025-01-21|8583715924|Telangana|3
1215|Priya|8807|200|2025-08-25|2025-09-04|9380770668|Tamil Nadu|1
1216|Anjali|3584|150|2025-11-06|2025-11-14|9153356179|Telangana|
1217|Meena|2195|150|2026-01-01||9167021467|Telangana|2
1218|Sneha|7672|200|2025-09-26|2025-10-05|9619094295|Karnataka|2
1219|Pooja|5134|200|2025-07-29|2025-08-04|9915843503|Telangana|5
1220|Pooja|1579||2025-06-18|2025-06-20|9396433758|Karnataka|4
1221|Kiran|ABC|XYZ|2025-12-03|2025-12-13|7645848526|Telangana|3
1222|Anjali|2817|150|2025-06-08|2025-06-15|7553843145|Maharashtra|5
1223|Priya|5572|250|2025-07-12|2025-07-18|7548870021|Telangana|5
1224|Arjun|8831|150|2025-01-10|2025-01-16|8326569692|Andhra Pradesh|2
1225|Pooja|8467|100|2025-04-26|2025-04-29|7665484476|Karnataka|1
1226|Priya|8817|250|2025-09-27|2025-09-28|9842964443|Kerala|3
1227|Amit|6672|100|2025-03-25|2025-03-28|9975749366|Andhra Pradesh|5
1228|Meena|1215|200|2025-07-06|2025-07-10||Karnataka|5
1229|Meena|4333|250|2025-05-03|2025-05-08|9014406658|Karnataka|2
1230|Anjali|7718|200|Invalid Date|2025-06-01|9159967797|Tamil Nadu|5
1231|Amit|3771||2025-11-06|2025-11-09|8073755632|Maharashtra|1
1232|Meena||150|2025-10-11|2025-10-13|9215813941|Karnataka|1
1233|Priya|3126|150|2025-08-19|2025-08-28|7632857647|Telangana|4
1234|Sneha|7891|XYZ|2025-06-28|2025-06-29|8781968664|Tamil Nadu|1
1235|Vijay|6626|100|2025-07-17|2025-07-19|8610237679|Telangana|2
1236|Pooja|2123|300|2025-11-29|2025-12-05|7627276995|Telangana|2
1237|Kiran|8240|300|2025-03-13|2025-03-21|8926728669|Telangana|5
1238|Priya|ABC|50|2025-05-12|2025-05-16|7642181881|Maharashtra|5
1239|Anjali|9147|200|2025-02-26|2025-03-03|8020657023|Telangana|3
1240|Rahul|4406|200|2025-11-24|2025-12-04|8963288053|Telangana|1
1241|Meena|9282|50|2025-11-20|2025-11-29|9469810046|Maharashtra|2
1242|Amit|5272||2025-08-08|2025-08-09|9640587058|Andhra Pradesh|3
1243|Anjali|7325|100|2025-12-07|2025-12-09|9248349034|Telangana|
1244|Vijay|9414|250|2025-09-17|2025-09-26|7087335169|Tamil Nadu|4
1245|Rahul|6838|150|2025-05-10|2025-05-11|8533706498|Karnataka|1
1246|Sneha|2198|250|2025-06-20|2025-06-23|7190420322|Kerala|3
1247|Pooja|3368|XYZ|2025-12-17|2025-12-25||Maharashtra|4
1248|Amit|2709|50|2025-08-23||8260326267|Telangana|2
1249|Sneha|1186|150|2025-06-08|2025-06-17|8710359289|Tamil Nadu|5
1250|Kiran|1099|300|2025-04-08|2025-04-13|8533192415|Maharashtra|1
1251|Pooja|4976|50|2025-07-08|2025-07-15|8718080443|Tamil Nadu|4
1252|Pooja|3560|200|2025-12-21|2025-12-29|8577743019|Karnataka|5
1253|Priya|7455||Invalid Date|2025-02-17|9587517187|Kerala|2
1254|Kiran|5762|50|2025-02-10|2025-02-16|9838626452|Karnataka|3
1255|Meena|ABC|250|2025-08-07|2025-08-10|9962517290|Karnataka|4
1256|Meena|1193|300|2025-06-30|2025-07-10|8868055235|Maharashtra|3
1257|Rahul|1729|300|2025-11-23|2025-11-30|8560409439|Maharashtra|5
1258|Amit|1010|100|2025-11-08|2025-11-16|7149460439|Telangana|2
1259|Sneha|6501|150|2025-07-16|2025-07-26|7139093888|Andhra Pradesh|5
1260|Meena|6577|XYZ|2025-07-10|2025-07-18|7330220406|Andhra Pradesh|5
1261|Vijay||150|2025-07-23|2025-07-29|9789842140|Andhra Pradesh|3
1262|Priya|924|300|2025-04-06|2025-04-14|9223699008|Kerala|4
1263|Priya|4788|150|2025-12-27|2026-01-04|7921572928|Karnataka|5
1264|Meena|3779||2025-03-04|2025-03-07|7318051098|Andhra Pradesh|4
1265|Meena|1938|300|2025-06-13|2025-06-19|7278911214|Kerala|5
1266|Kiran|5414|100|2025-12-31|2026-01-03||Andhra Pradesh|5
1267|Priya|3792|100|2025-05-02|2025-05-10|7112889043|Kerala|3
1268|Anjali|6544|200|2025-10-10|2025-10-13|9628298180|Telangana|1
1269|Kiran|7023|300|2025-09-03|2025-09-12|8764351603|Kerala|4
1270|Priya|2553|150|2025-11-25|2025-11-27|8932625737|Maharashtra|
1271|Vijay|6144|100|2025-10-10|2025-10-20|7781525718|Tamil Nadu|2
1272|Vijay|ABC|50|2025-03-05|2025-03-14|7657196424|Andhra Pradesh|3
1273|Amit|5786|XYZ|2025-12-30|2026-01-03|8486157809|Karnataka|5
1274|Priya|4605|100|2025-11-22|2025-12-01|8178758213|Maharashtra|2
1275|Kiran|9240||2025-02-17|2025-02-26|9753020051|Kerala|2
1276|Anjali|3026|100|Invalid Date|2025-12-14|9599051823|Kerala|3
1277|Rahul|964|50|2025-01-24|2025-02-03|8136688451|Kerala|2
1278|Arjun|996|200|2025-11-18|2025-11-27|8244130290|Tamil Nadu|3
1279|Sneha|7153|150|2025-08-21||9957572769|Andhra Pradesh|1
1280|Meena|7309|200|2025-08-26|2025-08-30|8461115950|Andhra Pradesh|5
1281|Pooja|5731|300|2025-06-26|2025-07-03|7561636336|Kerala|3
1282|Vijay|2239|150|2025-05-04|2025-05-12|7526227599|Tamil Nadu|3
1283|Sneha|2808|50|2025-01-26|2025-01-31|8649910946|Tamil Nadu|5
1284|Sneha|3116|150|2025-10-23|2025-10-29|7815331250|Tamil Nadu|2
1285|Vijay|8148|200|2025-06-07|2025-06-15||Tamil Nadu|1
1286|Vijay|7991|XYZ|2025-05-04|2025-05-08|9505443885|Telangana|3
1287|Rahul|5109|200|2025-11-02|2025-11-10|8227279967|Telangana|5
1288|Priya|7560|100|2025-05-16|2025-05-22|8731963069|Telangana|3
1289|Arjun|ABC|50|2025-10-19|2025-10-28|7836038153|Kerala|3
1290|Kiran||50|2025-07-17|2025-07-26|8934257315|Karnataka|5
1291|Anjali|2446|100|2025-02-19|2025-02-26|8602874642|Kerala|3
1292|Pooja|2863|100|2025-11-05|2025-11-14|8723944394|Telangana|5
1293|Rahul|1137|100|2026-01-01|2026-01-07|9034715642|Tamil Nadu|5
1294|Amit|8946|100|2025-06-17|2025-06-27|8368076065|Tamil Nadu|2
1295|Anjali|5402|250|2025-06-22|2025-07-01|9189205388|Tamil Nadu|5
1296|Anjali|5411|200|2025-01-09|2025-01-15|8422663210|Tamil Nadu|1
1297|Anjali|5540||2025-12-19|2025-12-20|9563707272|Karnataka|
1298|Anjali|9963|100|2025-01-27|2025-02-06|9063511828|Kerala|2
1299|Anjali|6729|XYZ|Invalid Date|2025-03-21|7135594311|Maharashtra|5
1300|Priya|3625|50|2025-08-14|2025-08-20|8798647685|Tamil Nadu|2
1301|Sneha|7223|250|2025-11-10|2025-11-18|7267496095|Kerala|2
1302|Sneha|9689|150|2025-12-06|2025-12-14|9256907178|Karnataka|4
1303|Amit|8031|250|2025-06-25|2025-07-04|8521651018|Kerala|3
1304|Meena|3650|100|2025-05-23|2025-06-01||Karnataka|2
1305|Kiran|3896|300|2025-12-27|2026-01-04|8361679629|Karnataka|4
1306|Vijay|ABC|300|2025-05-21|2025-05-26|7523445293|Maharashtra|5
1307|Vijay|6720|200|2025-06-26|2025-06-29|8247484671|Karnataka|1
1308|Priya|6174||2025-08-15|2025-08-20|9057629778|Andhra Pradesh|2
1309|Vijay|4942|250|2025-12-23|2025-12-28|7589582865|Kerala|1
1310|Anjali|4420|100|2025-01-26||7969252345|Telangana|2
1311|Priya|7271|150|2025-08-30|2025-09-01|9925697292|Telangana|2
1312|Vijay|3087|XYZ|2025-07-28|2025-08-05|9050625761|Karnataka|2
1313|Pooja|5176|300|2025-01-31|2025-02-02|9801601713|Andhra Pradesh|5
1314|Vijay|1111|100|2025-08-02|2025-08-05|7156078445|Tamil Nadu|4
1315|Amit|5242|50|2025-01-05|2025-01-10|9439377645|Telangana|5
1316|Pooja|5162|200|2025-11-25|2025-12-04|9251930945|Andhra Pradesh|4
1317|Vijay|8168|150|2025-04-09|2025-04-11|8420277403|Maharashtra|2
1318|Meena|4715|300|2025-04-06|2025-04-07|8447885778|Kerala|3
1319|Sneha|||2025-03-31|2025-04-10|9743306394|Tamil Nadu|4
1320|Vijay|5872|50|2025-07-25|2025-07-27|7793629209|Tamil Nadu|2
1321|Pooja|4564|50|2025-05-14|2025-05-21|8011556076|Karnataka|4
1322|Pooja|5447|250|Invalid Date|2025-10-22|8123362233|Maharashtra|3
1323|Sneha|ABC|50|2025-12-08|2025-12-10||Andhra Pradesh|3
1324|Arjun|8733|300|2025-06-09|2025-06-11|9743244243|Karnataka|
1325|Anjali|4118|XYZ|2025-04-23|2025-04-26|9053775623|Tamil Nadu|2
1326|Anjali|6621|200|2025-12-26|2026-01-04|9022191192|Maharashtra|5
1327|Sneha|4554|300|2025-11-02|2025-11-04|9257033897|Kerala|4
1328|Pooja|1779|250|2025-02-27|2025-02-28|9352135602|Andhra Pradesh|5
1329|Anjali|9292|100|2025-03-26|2025-04-01|9234849897|Telangana|4
1330|Sneha|8508||2025-02-16|2025-02-25|8913333579|Tamil Nadu|1
1331|Amit|8909|200|2025-08-22|2025-09-01|7247977570|Tamil Nadu|5
1332|Kiran|856|200|2025-05-11|2025-05-12|7935878994|Telangana|5
1333|Rahul|7441|150|2025-12-25|2025-12-27|9324279536|Telangana|1
1334|Meena|1019|150|2025-07-29|2025-08-01|7581662546|Karnataka|4
1335|Arjun|7848|200|2025-07-12|2025-07-14|9932304514|Andhra Pradesh|5
1336|Pooja|2443|100|2025-10-03|2025-10-10|9271361431|Maharashtra|2
1337|Sneha|556|50|2025-06-02|2025-06-10|9892659845|Tamil Nadu|5
1338|Vijay|6714|XYZ|2025-04-28|2025-05-02|8978370498|Andhra Pradesh|3
1339|Kiran|3588|300|2025-02-27|2025-02-28|9835527487|Kerala|4
1340|Rahul|ABC|100|2025-04-16|2025-04-18|7433348075|Telangana|5
1341|Meena|1297||2025-05-06||8727716512|Andhra Pradesh|4
1342|Vijay|4059|50|2025-03-13|2025-03-22||Maharashtra|2
1343|Anjali|5724|250|2025-11-03|2025-11-09|8017495081|Andhra Pradesh|3
1344|Vijay|4121|200|2025-06-03|2025-06-08|7261811056|Kerala|5
1345|Amit|7499|250|Invalid Date|2025-09-12|8479250414|Kerala|4
